== 2024-02-26 16:10:32.246380 == | ================启动Log================
== 2024-02-27 23:07:03.041885 writeLog== | k线完结,{'e': 'kline', 'E': 1709046423001, 's': 'ARPAUSDT', 'k': {'t': 1709046360000, 'T': 1709046419999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210470, 'L': 168210534, 'o': '0.06976', 'c': '0.06974', 'h': '0.06984', 'l': '0.06974', 'v': '29702', 'n': 65, 'x': True, 'q': '2073.06914', 'V': '12469', 'Q': '870.43558', 'B': '0'}}
== 2024-02-27 23:08:01.115611 writeLog== | k线完结,{'e': 'kline', 'E': 1709046480876, 's': 'ARPAUSDT', 'k': {'t': 1709046420000, 'T': 1709046479999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210535, 'L': 168210571, 'o': '0.06973', 'c': '0.06965', 'h': '0.06974', 'l': '0.06965', 'v': '35482', 'n': 37, 'x': True, 'q': '2473.36167', 'V': '7327', 'Q': '510.56069', 'B': '0'}}
== 2024-02-27 23:09:00.626432 writeLog== | k线完结,{'e': 'kline', 'E': 1709046540518, 's': 'ARPAUSDT', 'k': {'t': 1709046480000, 'T': 1709046539999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210572, 'L': 168210660, 'o': '0.06966', 'c': '0.06953', 'h': '0.06967', 'l': '0.06953', 'v': '96703', 'n': 89, 'x': True, 'q': '6730.68502', 'V': '45155', 'Q': '3142.45728', 'B': '0'}}
== 2024-02-27 23:10:00.214217 writeLog== | k线完结,{'e': 'kline', 'E': 1709046600240, 's': 'ARPAUSDT', 'k': {'t': 1709046540000, 'T': 1709046599999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210661, 'L': 168210731, 'o': '0.06953', 'c': '0.06958', 'h': '0.06963', 'l': '0.06949', 'v': '80680', 'n': 71, 'x': True, 'q': '5609.21896', 'V': '10620', 'Q': '738.90410', 'B': '0'}}
== 2024-02-27 23:11:01.290379 writeLog== | k线完结,{'e': 'kline', 'E': 1709046661153, 's': 'ARPAUSDT', 'k': {'t': 1709046600000, 'T': 1709046659999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210732, 'L': 168210813, 'o': '0.06958', 'c': '0.06956', 'h': '0.06965', 'l': '0.06956', 'v': '90115', 'n': 82, 'x': True, 'q': '6271.27466', 'V': '52887', 'Q': '3681.25461', 'B': '0'}}
== 2024-02-27 23:12:00.299608 writeLog== | k线完结,{'e': 'kline', 'E': 1709046720055, 's': 'ARPAUSDT', 'k': {'t': 1709046660000, 'T': 1709046719999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210814, 'L': 168210848, 'o': '0.06955', 'c': '0.06951', 'h': '0.06957', 'l': '0.06951', 'v': '23590', 'n': 35, 'x': True, 'q': '1640.34887', 'V': '12037', 'Q': '836.93735', 'B': '0'}}
== 2024-02-27 23:12:46.837126 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709046766836, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:13:01.297668 writeLog== | k线完结,{'e': 'kline', 'E': 1709046781268, 's': 'ARPAUSDT', 'k': {'t': 1709046720000, 'T': 1709046779999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210849, 'L': 168210918, 'o': '0.06951', 'c': '0.06960', 'h': '0.06961', 'l': '0.06949', 'v': '56060', 'n': 70, 'x': True, 'q': '3899.49046', 'V': '24327', 'Q': '1692.28691', 'B': '0'}}
== 2024-02-27 23:14:02.415584 writeLog== | k线完结,{'e': 'kline', 'E': 1709046842173, 's': 'ARPAUSDT', 'k': {'t': 1709046780000, 'T': 1709046839999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168210919, 'L': 168211006, 'o': '0.06961', 'c': '0.06962', 'h': '0.06967', 'l': '0.06961', 'v': '64632', 'n': 88, 'x': True, 'q': '4501.01760', 'V': '15289', 'Q': '1064.74182', 'B': '0'}}
== 2024-02-27 23:15:02.621780 writeLog== | k线完结,{'e': 'kline', 'E': 1709046902591, 's': 'ARPAUSDT', 'k': {'t': 1709046840000, 'T': 1709046899999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211007, 'L': 168211047, 'o': '0.06962', 'c': '0.06965', 'h': '0.06966', 'l': '0.06962', 'v': '22244', 'n': 41, 'x': True, 'q': '1549.03850', 'V': '16468', 'Q': '1146.78441', 'B': '0'}}
== 2024-02-27 23:16:00.840561 writeLog== | k线完结,{'e': 'kline', 'E': 1709046960582, 's': 'ARPAUSDT', 'k': {'t': 1709046900000, 'T': 1709046959999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211048, 'L': 168211097, 'o': '0.06964', 'c': '0.06963', 'h': '0.06966', 'l': '0.06959', 'v': '34326', 'n': 50, 'x': True, 'q': '2389.97114', 'V': '14023', 'Q': '976.40026', 'B': '0'}}
== 2024-02-27 23:17:01.508459 writeLog== | k线完结,{'e': 'kline', 'E': 1709047021255, 's': 'ARPAUSDT', 'k': {'t': 1709046960000, 'T': 1709047019999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211098, 'L': 168211251, 'o': '0.06964', 'c': '0.06978', 'h': '0.06981', 'l': '0.06964', 'v': '98577', 'n': 154, 'x': True, 'q': '6877.95508', 'V': '53613', 'Q': '3739.74780', 'B': '0'}}
== 2024-02-27 23:18:03.024787 writeLog== | k线完结,{'e': 'kline', 'E': 1709047083000, 's': 'ARPAUSDT', 'k': {'t': 1709047020000, 'T': 1709047079999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211252, 'L': 168211341, 'o': '0.06978', 'c': '0.06973', 'h': '0.06980', 'l': '0.06971', 'v': '70578', 'n': 90, 'x': True, 'q': '4923.91989', 'V': '33613', 'Q': '2345.45836', 'B': '0'}}
== 2024-02-27 23:19:02.475043 writeLog== | k线完结,{'e': 'kline', 'E': 1709047142428, 's': 'ARPAUSDT', 'k': {'t': 1709047080000, 'T': 1709047139999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211342, 'L': 168211414, 'o': '0.06975', 'c': '0.06974', 'h': '0.06978', 'l': '0.06973', 'v': '70676', 'n': 73, 'x': True, 'q': '4930.49066', 'V': '53327', 'Q': '3720.50682', 'B': '0'}}
== 2024-02-27 23:20:03.034813 writeLog== | k线完结,{'e': 'kline', 'E': 1709047203001, 's': 'ARPAUSDT', 'k': {'t': 1709047140000, 'T': 1709047199999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211415, 'L': 168211466, 'o': '0.06974', 'c': '0.06973', 'h': '0.06977', 'l': '0.06970', 'v': '27209', 'n': 52, 'x': True, 'q': '1897.65173', 'V': '12530', 'Q': '873.75662', 'B': '0'}}
== 2024-02-27 23:21:00.057152 writeLog== | k线完结,{'e': 'kline', 'E': 1709047260023, 's': 'ARPAUSDT', 'k': {'t': 1709047200000, 'T': 1709047259999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211467, 'L': 168211528, 'o': '0.06975', 'c': '0.06975', 'h': '0.06975', 'l': '0.06972', 'v': '70608', 'n': 62, 'x': True, 'q': '4924.29427', 'V': '35014', 'Q': '2442.07902', 'B': '0'}}
== 2024-02-27 23:22:03.077284 writeLog== | k线完结,{'e': 'kline', 'E': 1709047323001, 's': 'ARPAUSDT', 'k': {'t': 1709047260000, 'T': 1709047319999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211529, 'L': 168211624, 'o': '0.06974', 'c': '0.06974', 'h': '0.06975', 'l': '0.06969', 'v': '124001', 'n': 96, 'x': True, 'q': '8644.22084', 'V': '29896', 'Q': '2084.35440', 'B': '0'}}
== 2024-02-27 23:22:09.493037 writeLog== | 全撤:{'status': 'failed', 'data': {'ts': 1709047329485, 'code': -1, 'info': {'code': '40009', 'msg': 'sign签名错误', 'requestTime': 1709047329465, 'data': None}}, 'extra': None}
== 2024-02-27 23:23:03.031446 writeLog== | k线完结,{'e': 'kline', 'E': 1709047383000, 's': 'ARPAUSDT', 'k': {'t': 1709047320000, 'T': 1709047379999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211625, 'L': 168211711, 'o': '0.06974', 'c': '0.06966', 'h': '0.06974', 'l': '0.06966', 'v': '118453', 'n': 87, 'x': True, 'q': '8254.67556', 'V': '87362', 'Q': '6087.28218', 'B': '0'}}
== 2024-02-27 23:24:03.056315 writeLog== | k线完结,{'e': 'kline', 'E': 1709047443000, 's': 'ARPAUSDT', 'k': {'t': 1709047380000, 'T': 1709047439999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211712, 'L': 168211762, 'o': '0.06965', 'c': '0.06966', 'h': '0.06968', 'l': '0.06963', 'v': '25003', 'n': 51, 'x': True, 'q': '1741.46022', 'V': '5529', 'Q': '385.18963', 'B': '0'}}
== 2024-02-27 23:25:03.054648 writeLog== | k线完结,{'e': 'kline', 'E': 1709047503000, 's': 'ARPAUSDT', 'k': {'t': 1709047440000, 'T': 1709047499999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211763, 'L': 168211788, 'o': '0.06964', 'c': '0.06964', 'h': '0.06967', 'l': '0.06963', 'v': '19672', 'n': 26, 'x': True, 'q': '1369.88876', 'V': '3989', 'Q': '277.81641', 'B': '0'}}
== 2024-02-27 23:25:18.871819 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709047518660, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:26:01.022660 writeLog== | k线完结,{'e': 'kline', 'E': 1709047561014, 's': 'ARPAUSDT', 'k': {'t': 1709047500000, 'T': 1709047559999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211789, 'L': 168211832, 'o': '0.06963', 'c': '0.06965', 'h': '0.06965', 'l': '0.06961', 'v': '32090', 'n': 44, 'x': True, 'q': '2234.35795', 'V': '21879', 'Q': '1523.46285', 'B': '0'}}
== 2024-02-27 23:27:01.807638 writeLog== | k线完结,{'e': 'kline', 'E': 1709047621568, 's': 'ARPAUSDT', 'k': {'t': 1709047560000, 'T': 1709047619999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211833, 'L': 168211860, 'o': '0.06966', 'c': '0.06964', 'h': '0.06966', 'l': '0.06963', 'v': '12307', 'n': 28, 'x': True, 'q': '857.13633', 'V': '4418', 'Q': '307.69108', 'B': '0'}}
== 2024-02-27 23:28:03.006223 writeLog== | k线完结,{'e': 'kline', 'E': 1709047683001, 's': 'ARPAUSDT', 'k': {'t': 1709047620000, 'T': 1709047679999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211861, 'L': 168211908, 'o': '0.06964', 'c': '0.06966', 'h': '0.06968', 'l': '0.06964', 'v': '54987', 'n': 48, 'x': True, 'q': '3830.39902', 'V': '11796', 'Q': '821.69460', 'B': '0'}}
== 2024-02-27 23:29:03.061549 writeLog== | k线完结,{'e': 'kline', 'E': 1709047743001, 's': 'ARPAUSDT', 'k': {'t': 1709047680000, 'T': 1709047739999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211909, 'L': 168211923, 'o': '0.06966', 'c': '0.06965', 'h': '0.06966', 'l': '0.06965', 'v': '22001', 'n': 15, 'x': True, 'q': '1532.41555', 'V': '4386', 'Q': '305.48490', 'B': '0'}}
== 2024-02-27 23:30:02.991490 writeLog== | k线完结,{'e': 'kline', 'E': 1709047803000, 's': 'ARPAUSDT', 'k': {'t': 1709047740000, 'T': 1709047799999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211924, 'L': 168211977, 'o': '0.06965', 'c': '0.06968', 'h': '0.06971', 'l': '0.06965', 'v': '52903', 'n': 54, 'x': True, 'q': '3686.01206', 'V': '47180', 'Q': '3287.18650', 'B': '0'}}
== 2024-02-27 23:31:02.990727 writeLog== | k线完结,{'e': 'kline', 'E': 1709047863000, 's': 'ARPAUSDT', 'k': {'t': 1709047800000, 'T': 1709047859999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168211978, 'L': 168212029, 'o': '0.06967', 'c': '0.06967', 'h': '0.06968', 'l': '0.06962', 'v': '48802', 'n': 52, 'x': True, 'q': '3399.40548', 'V': '14362', 'Q': '1000.51455', 'B': '0'}}
== 2024-02-27 23:32:02.549872 writeLog== | k线完结,{'e': 'kline', 'E': 1709047922569, 's': 'ARPAUSDT', 'k': {'t': 1709047860000, 'T': 1709047919999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212030, 'L': 168212082, 'o': '0.06967', 'c': '0.06964', 'h': '0.06969', 'l': '0.06964', 'v': '46650', 'n': 53, 'x': True, 'q': '3250.00332', 'V': '22308', 'Q': '1554.39753', 'B': '0'}}
== 2024-02-27 23:33:03.121645 writeLog== | k线完结,{'e': 'kline', 'E': 1709047983000, 's': 'ARPAUSDT', 'k': {'t': 1709047920000, 'T': 1709047979999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212083, 'L': 168212171, 'o': '0.06964', 'c': '0.06967', 'h': '0.06970', 'l': '0.06964', 'v': '49082', 'n': 89, 'x': True, 'q': '3420.00473', 'V': '25825', 'Q': '1799.40480', 'B': '0'}}
== 2024-02-27 23:34:01.536352 writeLog== | k线完结,{'e': 'kline', 'E': 1709048041556, 's': 'ARPAUSDT', 'k': {'t': 1709047980000, 'T': 1709048039999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212172, 'L': 168212205, 'o': '0.06966', 'c': '0.06966', 'h': '0.06967', 'l': '0.06965', 'v': '23109', 'n': 34, 'x': True, 'q': '1609.76432', 'V': '2383', 'Q': '166.00870', 'B': '0'}}
== 2024-02-27 23:35:03.052520 writeLog== | k线完结,{'e': 'kline', 'E': 1709048103001, 's': 'ARPAUSDT', 'k': {'t': 1709048040000, 'T': 1709048099999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212206, 'L': 168212275, 'o': '0.06967', 'c': '0.06967', 'h': '0.06970', 'l': '0.06967', 'v': '94792', 'n': 70, 'x': True, 'q': '6606.04499', 'V': '77226', 'Q': '5382.03703', 'B': '0'}}
== 2024-02-27 23:36:03.104030 writeLog== | k线完结,{'e': 'kline', 'E': 1709048163001, 's': 'ARPAUSDT', 'k': {'t': 1709048100000, 'T': 1709048159999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212276, 'L': 168212303, 'o': '0.06969', 'c': '0.06968', 'h': '0.06969', 'l': '0.06968', 'v': '10338', 'n': 28, 'x': True, 'q': '720.44946', 'V': '963', 'Q': '67.11147', 'B': '0'}}
== 2024-02-27 23:36:40.612674 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709048200610, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:37:00.781813 writeLog== | k线完结,{'e': 'kline', 'E': 1709048220740, 's': 'ARPAUSDT', 'k': {'t': 1709048160000, 'T': 1709048219999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212304, 'L': 168212362, 'o': '0.06968', 'c': '0.06977', 'h': '0.06979', 'l': '0.06968', 'v': '74996', 'n': 59, 'x': True, 'q': '5228.08018', 'V': '62352', 'Q': '4346.27133', 'B': '0'}}
== 2024-02-27 23:38:03.183720 writeLog== | k线完结,{'e': 'kline', 'E': 1709048283000, 's': 'ARPAUSDT', 'k': {'t': 1709048220000, 'T': 1709048279999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212363, 'L': 168212409, 'o': '0.06977', 'c': '0.06973', 'h': '0.06977', 'l': '0.06973', 'v': '27202', 'n': 47, 'x': True, 'q': '1897.49294', 'V': '5780', 'Q': '403.22996', 'B': '0'}}
== 2024-02-27 23:39:03.060560 writeLog== | k线完结,{'e': 'kline', 'E': 1709048343000, 's': 'ARPAUSDT', 'k': {'t': 1709048280000, 'T': 1709048339999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212410, 'L': 168212483, 'o': '0.06975', 'c': '0.06971', 'h': '0.06977', 'l': '0.06971', 'v': '82704', 'n': 74, 'x': True, 'q': '5768.14408', 'V': '34885', 'Q': '2433.46951', 'B': '0'}}
== 2024-02-27 23:39:43.680805 writeLog== | 全撤:{'status': 'failed', 'data': {'ts': 1709048383678, 'code': -1, 'info': {'code': '40009', 'msg': 'sign签名错误', 'requestTime': 1709048383438, 'data': None}}, 'extra': None}
== 2024-02-27 23:40:00.717953 writeLog== | k线完结,{'e': 'kline', 'E': 1709048400718, 's': 'ARPAUSDT', 'k': {'t': 1709048340000, 'T': 1709048399999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212484, 'L': 168212513, 'o': '0.06970', 'c': '0.06968', 'h': '0.06970', 'l': '0.06966', 'v': '21318', 'n': 30, 'x': True, 'q': '1485.52915', 'V': '1319', 'Q': '91.90837', 'B': '0'}}
== 2024-02-27 23:41:00.294627 writeLog== | k线完结,{'e': 'kline', 'E': 1709048460104, 's': 'ARPAUSDT', 'k': {'t': 1709048400000, 'T': 1709048459999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212514, 'L': 168212569, 'o': '0.06968', 'c': '0.06960', 'h': '0.06970', 'l': '0.06958', 'v': '34002', 'n': 56, 'x': True, 'q': '2367.69441', 'V': '21310', 'Q': '1483.86580', 'B': '0'}}
== 2024-02-27 23:42:03.033971 writeLog== | k线完结,{'e': 'kline', 'E': 1709048523001, 's': 'ARPAUSDT', 'k': {'t': 1709048460000, 'T': 1709048519999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212570, 'L': 168212660, 'o': '0.06961', 'c': '0.06960', 'h': '0.06967', 'l': '0.06957', 'v': '58721', 'n': 91, 'x': True, 'q': '4088.14467', 'V': '33312', 'Q': '2319.21954', 'B': '0'}}
== 2024-02-27 23:43:01.499620 writeLog== | k线完结,{'e': 'kline', 'E': 1709048580634, 's': 'ARPAUSDT', 'k': {'t': 1709048520000, 'T': 1709048579999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212661, 'L': 168212760, 'o': '0.06956', 'c': '0.06938', 'h': '0.06956', 'l': '0.06937', 'v': '76645', 'n': 100, 'x': True, 'q': '5321.99248', 'V': '7222', 'Q': '501.78691', 'B': '0'}}
== 2024-02-27 23:44:02.473402 writeLog== | k线完结,{'e': 'kline', 'E': 1709048642489, 's': 'ARPAUSDT', 'k': {'t': 1709048580000, 'T': 1709048639999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212761, 'L': 168212918, 'o': '0.06939', 'c': '0.06939', 'h': '0.06944', 'l': '0.06936', 'v': '219464', 'n': 158, 'x': True, 'q': '15228.95090', 'V': '126602', 'Q': '8785.69221', 'B': '0'}}
== 2024-02-27 23:44:02.716484 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709048642149, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:45:01.145696 writeLog== | k线完结,{'e': 'kline', 'E': 1709048701110, 's': 'ARPAUSDT', 'k': {'t': 1709048640000, 'T': 1709048699999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168212919, 'L': 168213048, 'o': '0.06936', 'c': '0.06936', 'h': '0.06942', 'l': '0.06935', 'v': '111870', 'n': 130, 'x': True, 'q': '7760.65182', 'V': '31463', 'Q': '2183.10400', 'B': '0'}}
== 2024-02-27 23:46:00.431138 writeLog== | k线完结,{'e': 'kline', 'E': 1709048760421, 's': 'ARPAUSDT', 'k': {'t': 1709048700000, 'T': 1709048759999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213049, 'L': 168213142, 'o': '0.06937', 'c': '0.06942', 'h': '0.06943', 'l': '0.06937', 'v': '82112', 'n': 94, 'x': True, 'q': '5698.85867', 'V': '42066', 'Q': '2919.63267', 'B': '0'}}
== 2024-02-27 23:47:55.180937 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709048875174, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:48:01.118964 writeLog== | k线完结,{'e': 'kline', 'E': 1709048880897, 's': 'ARPAUSDT', 'k': {'t': 1709048820000, 'T': 1709048879999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213232, 'L': 168213443, 'o': '0.06929', 'c': '0.06929', 'h': '0.06930', 'l': '0.06913', 'v': '284586', 'n': 212, 'x': True, 'q': '19697.18334', 'V': '93207', 'Q': '6454.05824', 'B': '0'}}
== 2024-02-27 23:49:08.349254 writeLog== | k线完结,{'e': 'kline', 'E': 1709048940092, 's': 'ARPAUSDT', 'k': {'t': 1709048880000, 'T': 1709048939999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213444, 'L': 168213547, 'o': '0.06928', 'c': '0.06932', 'h': '0.06934', 'l': '0.06925', 'v': '90533', 'n': 104, 'x': True, 'q': '6274.88402', 'V': '29517', 'Q': '2046.28664', 'B': '0'}}
== 2024-02-27 23:50:00.277859 writeLog== | k线完结,{'e': 'kline', 'E': 1709049000283, 's': 'ARPAUSDT', 'k': {'t': 1709048940000, 'T': 1709048999999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213548, 'L': 168213626, 'o': '0.06933', 'c': '0.06931', 'h': '0.06938', 'l': '0.06924', 'v': '71836', 'n': 79, 'x': True, 'q': '4980.03288', 'V': '35965', 'Q': '2494.05057', 'B': '0'}}
== 2024-02-27 23:51:00.624607 writeLog== | k线完结,{'e': 'kline', 'E': 1709049060647, 's': 'ARPAUSDT', 'k': {'t': 1709049000000, 'T': 1709049059999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213627, 'L': 168213896, 'o': '0.06931', 'c': '0.06913', 'h': '0.06931', 'l': '0.06909', 'v': '604988', 'n': 270, 'x': True, 'q': '41822.12400', 'V': '255259', 'Q': '17641.09100', 'B': '0'}}
== 2024-02-27 23:51:37.852858 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709049097851, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:52:00.620614 writeLog== | k线完结,{'e': 'kline', 'E': 1709049120493, 's': 'ARPAUSDT', 'k': {'t': 1709049060000, 'T': 1709049119999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168213897, 'L': 168214065, 'o': '0.06913', 'c': '0.06916', 'h': '0.06923', 'l': '0.06911', 'v': '263239', 'n': 169, 'x': True, 'q': '18211.26004', 'V': '213707', 'Q': '14784.59977', 'B': '0'}}
== 2024-02-27 23:53:03.528940 writeLog== | k线完结,{'e': 'kline', 'E': 1709049183001, 's': 'ARPAUSDT', 'k': {'t': 1709049120000, 'T': 1709049179999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168214066, 'L': 168214147, 'o': '0.06917', 'c': '0.06906', 'h': '0.06917', 'l': '0.06903', 'v': '73496', 'n': 82, 'x': True, 'q': '5078.43278', 'V': '8171', 'Q': '564.77971', 'B': '0'}}
== 2024-02-27 23:54:00.415024 writeLog== | k线完结,{'e': 'kline', 'E': 1709049240389, 's': 'ARPAUSDT', 'k': {'t': 1709049180000, 'T': 1709049239999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168214148, 'L': 168214412, 'o': '0.06904', 'c': '0.06886', 'h': '0.06906', 'l': '0.06881', 'v': '384230', 'n': 265, 'x': True, 'q': '26482.30830', 'V': '109916', 'Q': '7574.83024', 'B': '0'}}
== 2024-02-27 23:55:02.023319 writeLog== | k线完结,{'e': 'kline', 'E': 1709049300721, 's': 'ARPAUSDT', 'k': {'t': 1709049240000, 'T': 1709049299999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168214413, 'L': 168214690, 'o': '0.06884', 'c': '0.06868', 'h': '0.06894', 'l': '0.06868', 'v': '420621', 'n': 278, 'x': True, 'q': '28946.67196', 'V': '162766', 'Q': '11206.49455', 'B': '0'}}
== 2024-02-27 23:56:00.330186 writeLog== | k线完结,{'e': 'kline', 'E': 1709049360188, 's': 'ARPAUSDT', 'k': {'t': 1709049300000, 'T': 1709049359999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168214691, 'L': 168214998, 'o': '0.06873', 'c': '0.06866', 'h': '0.06882', 'l': '0.06864', 'v': '624318', 'n': 308, 'x': True, 'q': '42889.95202', 'V': '272161', 'Q': '18701.93249', 'B': '0'}}
== 2024-02-27 23:57:51.395774 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709049471395, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 23:58:01.664909 writeLog== | k线完结,{'e': 'kline', 'E': 1709049480588, 's': 'ARPAUSDT', 'k': {'t': 1709049420000, 'T': 1709049479999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168215320, 'L': 168215482, 'o': '0.06885', 'c': '0.06890', 'h': '0.06890', 'l': '0.06881', 'v': '223745', 'n': 163, 'x': True, 'q': '15405.37618', 'V': '81447', 'Q': '5609.33865', 'B': '0'}}
== 2024-02-27 23:59:00.472074 writeLog== | k线完结,{'e': 'kline', 'E': 1709049540353, 's': 'ARPAUSDT', 'k': {'t': 1709049480000, 'T': 1709049539999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168215483, 'L': 168215541, 'o': '0.06891', 'c': '0.06897', 'h': '0.06899', 'l': '0.06891', 'v': '77724', 'n': 59, 'x': True, 'q': '5357.89787', 'V': '37539', 'Q': '2587.61087', 'B': '0'}}
== 2024-02-28 00:00:03.086437 writeLog== | k线完结,{'e': 'kline', 'E': 1709049603002, 's': 'ARPAUSDT', 'k': {'t': 1709049540000, 'T': 1709049599999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168215542, 'L': 168215606, 'o': '0.06896', 'c': '0.06889', 'h': '0.06896', 'l': '0.06886', 'v': '75721', 'n': 65, 'x': True, 'q': '5217.53729', 'V': '27517', 'Q': '1895.95525', 'B': '0'}}
== 2024-02-28 00:01:06.844057 writeLog== | k线完结,{'e': 'kline', 'E': 1709049660390, 's': 'ARPAUSDT', 'k': {'t': 1709049600000, 'T': 1709049659999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168215607, 'L': 168215893, 'o': '0.06890', 'c': '0.06914', 'h': '0.06918', 'l': '0.06889', 'v': '586389', 'n': 287, 'x': True, 'q': '40497.58401', 'V': '541482', 'Q': '37396.09469', 'B': '0'}}
== 2024-02-28 00:02:00.244410 writeLog== | k线完结,{'e': 'kline', 'E': 1709049720219, 's': 'ARPAUSDT', 'k': {'t': 1709049660000, 'T': 1709049719999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168215894, 'L': 168216021, 'o': '0.06912', 'c': '0.06924', 'h': '0.06924', 'l': '0.06911', 'v': '139435', 'n': 128, 'x': True, 'q': '9643.64906', 'V': '107322', 'Q': '7423.05790', 'B': '0'}}
== 2024-02-28 00:03:02.437824 writeLog== | k线完结,{'e': 'kline', 'E': 1709049782453, 's': 'ARPAUSDT', 'k': {'t': 1709049720000, 'T': 1709049779999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168216022, 'L': 168216191, 'o': '0.06923', 'c': '0.06925', 'h': '0.06932', 'l': '0.06923', 'v': '209792', 'n': 170, 'x': True, 'q': '14532.86140', 'V': '106479', 'Q': '7375.38875', 'B': '0'}}
== 2024-02-28 00:04:01.000050 writeLog== | k线完结,{'e': 'kline', 'E': 1709049840322, 's': 'ARPAUSDT', 'k': {'t': 1709049780000, 'T': 1709049839999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168216192, 'L': 168216306, 'o': '0.06924', 'c': '0.06924', 'h': '0.06930', 'l': '0.06923', 'v': '145527', 'n': 115, 'x': True, 'q': '10078.06195', 'V': '55059', 'Q': '3813.40824', 'B': '0'}}
== 2024-02-28 00:05:01.270935 writeLog== | k线完结,{'e': 'kline', 'E': 1709049900761, 's': 'ARPAUSDT', 'k': {'t': 1709049840000, 'T': 1709049899999, 's': 'ARPAUSDT', 'i': '1m', 'f': 168216307, 'L': 168216403, 'o': '0.06923', 'c': '0.06920', 'h': '0.06924', 'l': '0.06916', 'v': '84231', 'n': 97, 'x': True, 'q': '5828.11615', 'V': '22517', 'Q': '1558.23552', 'B': '0'}}
