== 2024-02-26 16:10:33.257856 == | ================启动Log================
== 2024-02-27 15:11:00.978977 writeLog== | k线完结,{'e': 'kline', 'E': 1709017860916, 's': 'AGLDUSDT', 'k': {'t': 1709017800000, 'T': 1709017859999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590423, 'L': 56590470, 'o': '1.4675000', 'c': '1.4684000', 'h': '1.4684000', 'l': '1.4672000', 'v': '1045', 'n': 48, 'x': True, 'q': '1533.7845000', 'V': '552', 'Q': '810.3069000', 'B': '0'}}
== 2024-02-27 15:12:01.669003 writeLog== | k线完结,{'e': 'kline', 'E': 1709017921642, 's': 'AGLDUSDT', 'k': {'t': 1709017860000, 'T': 1709017919999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590471, 'L': 56590490, 'o': '1.4683000', 'c': '1.4670000', 'h': '1.4684000', 'l': '1.4670000', 'v': '1747', 'n': 20, 'x': True, 'q': '2564.4785000', 'V': '271', 'Q': '397.9093000', 'B': '0'}}
== 2024-02-27 15:13:03.062818 writeLog== | k线完结,{'e': 'kline', 'E': 1709017983000, 's': 'AGLDUSDT', 'k': {'t': 1709017920000, 'T': 1709017979999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590491, 'L': 56590503, 'o': '1.4671000', 'c': '1.4680000', 'h': '1.4681000', 'l': '1.4671000', 'v': '339', 'n': 13, 'x': True, 'q': '497.6615000', 'V': '194', 'Q': '284.7997000', 'B': '0'}}
== 2024-02-27 15:14:03.048173 writeLog== | k线完结,{'e': 'kline', 'E': 1709018043000, 's': 'AGLDUSDT', 'k': {'t': 1709017980000, 'T': 1709018039999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590504, 'L': 56590524, 'o': '1.4680000', 'c': '1.4679000', 'h': '1.4685000', 'l': '1.4679000', 'v': '1089', 'n': 21, 'x': True, 'q': '1598.7593000', 'V': '734', 'Q': '1077.5865000', 'B': '0'}}
== 2024-02-27 15:14:29.163983 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018069163, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:15:03.027202 writeLog== | k线完结,{'e': 'kline', 'E': 1709018103001, 's': 'AGLDUSDT', 'k': {'t': 1709018040000, 'T': 1709018099999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590525, 'L': 56590597, 'o': '1.4679000', 'c': '1.4663000', 'h': '1.4679000', 'l': '1.4649000', 'v': '3977', 'n': 73, 'x': True, 'q': '5829.2028000', 'V': '58', 'Q': '85.0454000', 'B': '0'}}
== 2024-02-27 15:15:30.553179 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018130552, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:16:02.301088 writeLog== | k线完结,{'e': 'kline', 'E': 1709018162133, 's': 'AGLDUSDT', 'k': {'t': 1709018100000, 'T': 1709018159999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590598, 'L': 56590629, 'o': '1.4667000', 'c': '1.4667000', 'h': '1.4669000', 'l': '1.4659000', 'v': '1216', 'n': 32, 'x': True, 'q': '1783.0540000', 'V': '310', 'Q': '454.6850000', 'B': '0'}}
== 2024-02-27 15:16:32.786601 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018192785, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:17:03.000743 writeLog== | k线完结,{'e': 'kline', 'E': 1709018223001, 's': 'AGLDUSDT', 'k': {'t': 1709018160000, 'T': 1709018219999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590630, 'L': 56590660, 'o': '1.4667000', 'c': '1.4665000', 'h': '1.4667000', 'l': '1.4660000', 'v': '899', 'n': 31, 'x': True, 'q': '1318.4729000', 'V': '322', 'Q': '472.2371000', 'B': '0'}}
== 2024-02-27 15:18:03.095157 writeLog== | k线完结,{'e': 'kline', 'E': 1709018283001, 's': 'AGLDUSDT', 'k': {'t': 1709018220000, 'T': 1709018279999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590661, 'L': 56590674, 'o': '1.4666000', 'c': '1.4672000', 'h': '1.4672000', 'l': '1.4666000', 'v': '791', 'n': 14, 'x': True, 'q': '1160.2935000', 'V': '641', 'Q': '940.3035000', 'B': '0'}}
== 2024-02-27 15:19:01.731944 writeLog== | k线完结,{'e': 'kline', 'E': 1709018341703, 's': 'AGLDUSDT', 'k': {'t': 1709018280000, 'T': 1709018339999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590675, 'L': 56590710, 'o': '1.4673000', 'c': '1.4669000', 'h': '1.4676000', 'l': '1.4669000', 'v': '875', 'n': 36, 'x': True, 'q': '1283.7990000', 'V': '297', 'Q': '435.7881000', 'B': '0'}}
== 2024-02-27 15:20:03.093821 writeLog== | k线完结,{'e': 'kline', 'E': 1709018403000, 's': 'AGLDUSDT', 'k': {'t': 1709018340000, 'T': 1709018399999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590711, 'L': 56590747, 'o': '1.4672000', 'c': '1.4678000', 'h': '1.4678000', 'l': '1.4662000', 'v': '645', 'n': 37, 'x': True, 'q': '946.3201000', 'V': '321', 'Q': '471.0881000', 'B': '0'}}
== 2024-02-27 15:21:03.027155 writeLog== | k线完结,{'e': 'kline', 'E': 1709018463001, 's': 'AGLDUSDT', 'k': {'t': 1709018400000, 'T': 1709018459999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590748, 'L': 56590762, 'o': '1.4678000', 'c': '1.4683000', 'h': '1.4683000', 'l': '1.4678000', 'v': '421', 'n': 15, 'x': True, 'q': '618.0400000', 'V': '421', 'Q': '618.0400000', 'B': '0'}}
== 2024-02-27 15:21:41.196793 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018501196, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:22:03.058882 writeLog== | k线完结,{'e': 'kline', 'E': 1709018523000, 's': 'AGLDUSDT', 'k': {'t': 1709018460000, 'T': 1709018519999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590763, 'L': 56590796, 'o': '1.4681000', 'c': '1.4680000', 'h': '1.4681000', 'l': '1.4675000', 'v': '763', 'n': 34, 'x': True, 'q': '1119.9718000', 'V': '53', 'Q': '77.7961000', 'B': '0'}}
== 2024-02-27 15:23:03.064412 writeLog== | k线完结,{'e': 'kline', 'E': 1709018583000, 's': 'AGLDUSDT', 'k': {'t': 1709018520000, 'T': 1709018579999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590797, 'L': 56590812, 'o': '1.4680000', 'c': '1.4678000', 'h': '1.4680000', 'l': '1.4678000', 'v': '304', 'n': 16, 'x': True, 'q': '446.2182000', 'V': '56', 'Q': '82.2038000', 'B': '0'}}
== 2024-02-27 15:24:00.586173 writeLog== | k线完结,{'e': 'kline', 'E': 1709018640470, 's': 'AGLDUSDT', 'k': {'t': 1709018580000, 'T': 1709018639999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590813, 'L': 56590840, 'o': '1.4677000', 'c': '1.4665000', 'h': '1.4677000', 'l': '1.4665000', 'v': '806', 'n': 28, 'x': True, 'q': '1182.4209000', 'V': '362', 'Q': '530.9521000', 'B': '0'}}
== 2024-02-27 15:25:03.087308 writeLog== | k线完结,{'e': 'kline', 'E': 1709018703001, 's': 'AGLDUSDT', 'k': {'t': 1709018640000, 'T': 1709018699999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590841, 'L': 56590917, 'o': '1.4665000', 'c': '1.4656000', 'h': '1.4665000', 'l': '1.4640000', 'v': '2755', 'n': 77, 'x': True, 'q': '4036.2365000', 'V': '327', 'Q': '479.3714000', 'B': '0'}}
== 2024-02-27 15:26:00.714771 writeLog== | k线完结,{'e': 'kline', 'E': 1709018760686, 's': 'AGLDUSDT', 'k': {'t': 1709018700000, 'T': 1709018759999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590918, 'L': 56590994, 'o': '1.4655000', 'c': '1.4627000', 'h': '1.4655000', 'l': '1.4612000', 'v': '4261', 'n': 77, 'x': True, 'q': '6232.7491000', 'V': '631', 'Q': '922.6541000', 'B': '0'}}
== 2024-02-27 15:26:46.498744 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018806496, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:27:01.314979 writeLog== | k线完结,{'e': 'kline', 'E': 1709018821241, 's': 'AGLDUSDT', 'k': {'t': 1709018760000, 'T': 1709018819999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56590995, 'L': 56591078, 'o': '1.4628000', 'c': '1.4611000', 'h': '1.4633000', 'l': '1.4611000', 'v': '2883', 'n': 84, 'x': True, 'q': '4214.7702000', 'V': '252', 'Q': '368.6322000', 'B': '0'}}
== 2024-02-27 15:28:02.354974 writeLog== | k线完结,{'e': 'kline', 'E': 1709018882301, 's': 'AGLDUSDT', 'k': {'t': 1709018820000, 'T': 1709018879999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591079, 'L': 56591138, 'o': '1.4611000', 'c': '1.4593000', 'h': '1.4613000', 'l': '1.4588000', 'v': '6578', 'n': 60, 'x': True, 'q': '9602.8650000', 'V': '1635', 'Q': '2387.1451000', 'B': '0'}}
== 2024-02-27 15:28:57.417089 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709018937416, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:29:00.953783 writeLog== | k线完结,{'e': 'kline', 'E': 1709018940718, 's': 'AGLDUSDT', 'k': {'t': 1709018880000, 'T': 1709018939999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591139, 'L': 56591329, 'o': '1.4590000', 'c': '1.4584000', 'h': '1.4599000', 'l': '1.4559000', 'v': '10836', 'n': 191, 'x': True, 'q': '15796.3663000', 'V': '2130', 'Q': '3106.9112000', 'B': '0'}}
== 2024-02-27 15:30:00.674528 writeLog== | k线完结,{'e': 'kline', 'E': 1709019000503, 's': 'AGLDUSDT', 'k': {'t': 1709018940000, 'T': 1709018999999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591330, 'L': 56591486, 'o': '1.4588000', 'c': '1.4626000', 'h': '1.4630000', 'l': '1.4588000', 'v': '8340', 'n': 157, 'x': True, 'q': '12189.4076000', 'V': '4764', 'Q': '6958.8583000', 'B': '0'}}
== 2024-02-27 15:31:01.016904 writeLog== | k线完结,{'e': 'kline', 'E': 1709019061015, 's': 'AGLDUSDT', 'k': {'t': 1709019000000, 'T': 1709019059999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591487, 'L': 56591624, 'o': '1.4624000', 'c': '1.4613000', 'h': '1.4624000', 'l': '1.4594000', 'v': '7525', 'n': 138, 'x': True, 'q': '10990.4381000', 'V': '659', 'Q': '962.9058000', 'B': '0'}}
== 2024-02-27 15:32:01.523077 writeLog== | k线完结,{'e': 'kline', 'E': 1709019121452, 's': 'AGLDUSDT', 'k': {'t': 1709019060000, 'T': 1709019119999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591625, 'L': 56591743, 'o': '1.4608000', 'c': '1.4586000', 'h': '1.4609000', 'l': '1.4584000', 'v': '7296', 'n': 119, 'x': True, 'q': '10647.6116000', 'V': '5453', 'Q': '7957.3376000', 'B': '0'}}
== 2024-02-27 15:33:03.055352 writeLog== | k线完结,{'e': 'kline', 'E': 1709019183000, 's': 'AGLDUSDT', 'k': {'t': 1709019120000, 'T': 1709019179999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591744, 'L': 56591883, 'o': '1.4586000', 'c': '1.4576000', 'h': '1.4586000', 'l': '1.4570000', 'v': '5725', 'n': 140, 'x': True, 'q': '8344.6822000', 'V': '2835', 'Q': '4132.7852000', 'B': '0'}}
== 2024-02-27 15:34:02.138830 writeLog== | k线完结,{'e': 'kline', 'E': 1709019242105, 's': 'AGLDUSDT', 'k': {'t': 1709019180000, 'T': 1709019239999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591884, 'L': 56591932, 'o': '1.4576000', 'c': '1.4583000', 'h': '1.4586000', 'l': '1.4568000', 'v': '3258', 'n': 49, 'x': True, 'q': '4750.4276000', 'V': '2416', 'Q': '3522.5105000', 'B': '0'}}
== 2024-02-27 15:35:03.074548 writeLog== | k线完结,{'e': 'kline', 'E': 1709019303000, 's': 'AGLDUSDT', 'k': {'t': 1709019240000, 'T': 1709019299999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591933, 'L': 56591986, 'o': '1.4578000', 'c': '1.4567000', 'h': '1.4578000', 'l': '1.4565000', 'v': '1031', 'n': 54, 'x': True, 'q': '1502.1260000', 'V': '110', 'Q': '160.3075000', 'B': '0'}}
== 2024-02-27 15:36:03.032856 writeLog== | k线完结,{'e': 'kline', 'E': 1709019363000, 's': 'AGLDUSDT', 'k': {'t': 1709019300000, 'T': 1709019359999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56591987, 'L': 56592114, 'o': '1.4571000', 'c': '1.4584000', 'h': '1.4590000', 'l': '1.4561000', 'v': '6163', 'n': 128, 'x': True, 'q': '8979.9595000', 'V': '1125', 'Q': '1640.8620000', 'B': '0'}}
== 2024-02-27 15:37:01.397383 writeLog== | k线完结,{'e': 'kline', 'E': 1709019421353, 's': 'AGLDUSDT', 'k': {'t': 1709019360000, 'T': 1709019419999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592115, 'L': 56592139, 'o': '1.4583000', 'c': '1.4572000', 'h': '1.4583000', 'l': '1.4571000', 'v': '717', 'n': 25, 'x': True, 'q': '1045.1469000', 'V': '31', 'Q': '45.1849000', 'B': '0'}}
== 2024-02-27 15:38:00.168241 writeLog== | k线完结,{'e': 'kline', 'E': 1709019480163, 's': 'AGLDUSDT', 'k': {'t': 1709019420000, 'T': 1709019479999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592140, 'L': 56592189, 'o': '1.4568000', 'c': '1.4593000', 'h': '1.4594000', 'l': '1.4568000', 'v': '1948', 'n': 50, 'x': True, 'q': '2841.1359000', 'V': '1909', 'Q': '2784.2571000', 'B': '0'}}
== 2024-02-27 15:39:03.134413 writeLog== | k线完结,{'e': 'kline', 'E': 1709019543001, 's': 'AGLDUSDT', 'k': {'t': 1709019480000, 'T': 1709019539999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592190, 'L': 56592226, 'o': '1.4595000', 'c': '1.4619000', 'h': '1.4619000', 'l': '1.4595000', 'v': '1398', 'n': 37, 'x': True, 'q': '2042.3773000', 'V': '1188', 'Q': '1735.7212000', 'B': '0'}}
== 2024-02-27 15:40:03.064843 writeLog== | k线完结,{'e': 'kline', 'E': 1709019603000, 's': 'AGLDUSDT', 'k': {'t': 1709019540000, 'T': 1709019599999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592227, 'L': 56592339, 'o': '1.4622000', 'c': '1.4621000', 'h': '1.4629000', 'l': '1.4614000', 'v': '4594', 'n': 113, 'x': True, 'q': '6717.9808000', 'V': '4142', 'Q': '6057.3337000', 'B': '0'}}
== 2024-02-27 15:41:01.453031 writeLog== | k线完结,{'e': 'kline', 'E': 1709019661388, 's': 'AGLDUSDT', 'k': {'t': 1709019600000, 'T': 1709019659999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592340, 'L': 56592389, 'o': '1.4623000', 'c': '1.4636000', 'h': '1.4642000', 'l': '1.4623000', 'v': '1829', 'n': 50, 'x': True, 'q': '2676.6582000', 'V': '1293', 'Q': '1892.0553000', 'B': '0'}}
== 2024-02-27 15:41:14.958081 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709019674957, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:42:03.070112 writeLog== | k线完结,{'e': 'kline', 'E': 1709019723000, 's': 'AGLDUSDT', 'k': {'t': 1709019660000, 'T': 1709019719999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592390, 'L': 56592420, 'o': '1.4636000', 'c': '1.4624000', 'h': '1.4640000', 'l': '1.4624000', 'v': '1367', 'n': 31, 'x': True, 'q': '2000.5091000', 'V': '702', 'Q': '1027.5429000', 'B': '0'}}
== 2024-02-27 15:43:01.786165 writeLog== | k线完结,{'e': 'kline', 'E': 1709019781766, 's': 'AGLDUSDT', 'k': {'t': 1709019720000, 'T': 1709019779999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592421, 'L': 56592440, 'o': '1.4629000', 'c': '1.4633000', 'h': '1.4633000', 'l': '1.4625000', 'v': '535', 'n': 20, 'x': True, 'q': '782.7183000', 'V': '393', 'Q': '575.0163000', 'B': '0'}}
== 2024-02-27 15:44:01.698023 writeLog== | k线完结,{'e': 'kline', 'E': 1709019841635, 's': 'AGLDUSDT', 'k': {'t': 1709019780000, 'T': 1709019839999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592441, 'L': 56592537, 'o': '1.4635000', 'c': '1.4616000', 'h': '1.4636000', 'l': '1.4604000', 'v': '4638', 'n': 97, 'x': True, 'q': '6777.4871000', 'V': '122', 'Q': '178.3652000', 'B': '0'}}
== 2024-02-27 15:45:03.022510 writeLog== | k线完结,{'e': 'kline', 'E': 1709019903001, 's': 'AGLDUSDT', 'k': {'t': 1709019840000, 'T': 1709019899999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592538, 'L': 56592564, 'o': '1.4618000', 'c': '1.4619000', 'h': '1.4621000', 'l': '1.4615000', 'v': '935', 'n': 27, 'x': True, 'q': '1366.6594000', 'V': '141', 'Q': '206.1417000', 'B': '0'}}
== 2024-02-27 15:46:03.091708 writeLog== | k线完结,{'e': 'kline', 'E': 1709019963001, 's': 'AGLDUSDT', 'k': {'t': 1709019900000, 'T': 1709019959999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592565, 'L': 56592591, 'o': '1.4619000', 'c': '1.4623000', 'h': '1.4623000', 'l': '1.4619000', 'v': '1991', 'n': 27, 'x': True, 'q': '2910.9009000', 'V': '1814', 'Q': '2652.1126000', 'B': '0'}}
== 2024-02-27 15:46:20.385208 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709019980384, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:47:03.051675 writeLog== | k线完结,{'e': 'kline', 'E': 1709020023000, 's': 'AGLDUSDT', 'k': {'t': 1709019960000, 'T': 1709020019999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592592, 'L': 56592613, 'o': '1.4624000', 'c': '1.4627000', 'h': '1.4633000', 'l': '1.4624000', 'v': '815', 'n': 22, 'x': True, 'q': '1192.3266000', 'V': '572', 'Q': '836.8188000', 'B': '0'}}
== 2024-02-27 15:48:03.103156 writeLog== | k线完结,{'e': 'kline', 'E': 1709020083000, 's': 'AGLDUSDT', 'k': {'t': 1709020020000, 'T': 1709020079999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592614, 'L': 56592651, 'o': '1.4627000', 'c': '1.4626000', 'h': '1.4630000', 'l': '1.4619000', 'v': '667', 'n': 38, 'x': True, 'q': '975.4431000', 'V': '445', 'Q': '650.7961000', 'B': '0'}}
== 2024-02-27 15:49:03.065084 writeLog== | k线完结,{'e': 'kline', 'E': 1709020143000, 's': 'AGLDUSDT', 'k': {'t': 1709020080000, 'T': 1709020139999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592652, 'L': 56592659, 'o': '1.4622000', 'c': '1.4624000', 'h': '1.4624000', 'l': '1.4621000', 'v': '862', 'n': 8, 'x': True, 'q': '1260.4494000', 'V': '862', 'Q': '1260.4494000', 'B': '0'}}
== 2024-02-27 15:50:03.000847 writeLog== | k线完结,{'e': 'kline', 'E': 1709020203001, 's': 'AGLDUSDT', 'k': {'t': 1709020140000, 'T': 1709020199999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592660, 'L': 56592675, 'o': '1.4620000', 'c': '1.4625000', 'h': '1.4625000', 'l': '1.4619000', 'v': '1460', 'n': 16, 'x': True, 'q': '2135.0379000', 'V': '1354', 'Q': '1980.0659000', 'B': '0'}}
== 2024-02-27 15:50:26.481259 writeLog== | 全撤:{'status': 'failed', 'data': {'ts': 1709020226480, 'code': -1, 'info': {'code': '40009', 'msg': 'sign签名错误', 'requestTime': 1709020226495, 'data': None}}, 'extra': None}
== 2024-02-27 15:51:03.089977 writeLog== | k线完结,{'e': 'kline', 'E': 1709020263001, 's': 'AGLDUSDT', 'k': {'t': 1709020200000, 'T': 1709020259999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592676, 'L': 56592707, 'o': '1.4622000', 'c': '1.4638000', 'h': '1.4638000', 'l': '1.4622000', 'v': '853', 'n': 32, 'x': True, 'q': '1248.0242000', 'V': '853', 'Q': '1248.0242000', 'B': '0'}}
== 2024-02-27 15:51:28.045461 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709020288045, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 15:52:01.204789 writeLog== | k线完结,{'e': 'kline', 'E': 1709020321165, 's': 'AGLDUSDT', 'k': {'t': 1709020260000, 'T': 1709020319999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592708, 'L': 56592729, 'o': '1.4641000', 'c': '1.4642000', 'h': '1.4649000', 'l': '1.4641000', 'v': '1111', 'n': 22, 'x': True, 'q': '1626.9897000', 'V': '664', 'Q': '972.3502000', 'B': '0'}}
== 2024-02-27 15:53:00.781274 writeLog== | k线完结,{'e': 'kline', 'E': 1709020380730, 's': 'AGLDUSDT', 'k': {'t': 1709020320000, 'T': 1709020379999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592730, 'L': 56592766, 'o': '1.4642000', 'c': '1.4637000', 'h': '1.4648000', 'l': '1.4637000', 'v': '1342', 'n': 37, 'x': True, 'q': '1964.8923000', 'V': '600', 'Q': '878.5372000', 'B': '0'}}
== 2024-02-27 15:54:03.001896 writeLog== | k线完结,{'e': 'kline', 'E': 1709020443000, 's': 'AGLDUSDT', 'k': {'t': 1709020380000, 'T': 1709020439999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592767, 'L': 56592820, 'o': '1.4636000', 'c': '1.4622000', 'h': '1.4636000', 'l': '1.4616000', 'v': '1372', 'n': 54, 'x': True, 'q': '2007.1511000', 'V': '235', 'Q': '343.5857000', 'B': '0'}}
== 2024-02-27 15:55:03.318788 writeLog== | k线完结,{'e': 'kline', 'E': 1709020503000, 's': 'AGLDUSDT', 'k': {'t': 1709020440000, 'T': 1709020499999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592821, 'L': 56592836, 'o': '1.4625000', 'c': '1.4626000', 'h': '1.4628000', 'l': '1.4625000', 'v': '632', 'n': 16, 'x': True, 'q': '924.3920000', 'V': '589', 'Q': '861.4945000', 'B': '0'}}
== 2024-02-27 15:56:03.031389 writeLog== | k线完结,{'e': 'kline', 'E': 1709020563000, 's': 'AGLDUSDT', 'k': {'t': 1709020500000, 'T': 1709020559999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592837, 'L': 56592869, 'o': '1.4624000', 'c': '1.4616000', 'h': '1.4625000', 'l': '1.4612000', 'v': '1396', 'n': 33, 'x': True, 'q': '2040.5163000', 'V': '1000', 'Q': '1461.6689000', 'B': '0'}}
== 2024-02-27 15:57:03.066783 writeLog== | k线完结,{'e': 'kline', 'E': 1709020623001, 's': 'AGLDUSDT', 'k': {'t': 1709020560000, 'T': 1709020619999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592870, 'L': 56592908, 'o': '1.4618000', 'c': '1.4625000', 'h': '1.4630000', 'l': '1.4618000', 'v': '1276', 'n': 39, 'x': True, 'q': '1866.3438000', 'V': '821', 'Q': '1200.6982000', 'B': '0'}}
== 2024-02-27 15:58:02.849282 writeLog== | k线完结,{'e': 'kline', 'E': 1709020682827, 's': 'AGLDUSDT', 'k': {'t': 1709020620000, 'T': 1709020679999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56592909, 'L': 56593012, 'o': '1.4624000', 'c': '1.4626000', 'h': '1.4637000', 'l': '1.4623000', 'v': '3244', 'n': 104, 'x': True, 'q': '4746.8156000', 'V': '2388', 'Q': '3494.3981000', 'B': '0'}}
== 2024-02-27 15:59:03.052256 writeLog== | k线完结,{'e': 'kline', 'E': 1709020743001, 's': 'AGLDUSDT', 'k': {'t': 1709020680000, 'T': 1709020739999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593013, 'L': 56593030, 'o': '1.4627000', 'c': '1.4630000', 'h': '1.4631000', 'l': '1.4627000', 'v': '528', 'n': 18, 'x': True, 'q': '772.4294000', 'V': '521', 'Q': '762.1884000', 'B': '0'}}
== 2024-02-27 16:00:00.599362 writeLog== | k线完结,{'e': 'kline', 'E': 1709020800244, 's': 'AGLDUSDT', 'k': {'t': 1709020740000, 'T': 1709020799999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593031, 'L': 56593105, 'o': '1.4626000', 'c': '1.4621000', 'h': '1.4635000', 'l': '1.4618000', 'v': '2593', 'n': 75, 'x': True, 'q': '3792.9764000', 'V': '1460', 'Q': '2136.2025000', 'B': '0'}}
== 2024-02-27 16:01:02.803891 writeLog== | k线完结,{'e': 'kline', 'E': 1709020862825, 's': 'AGLDUSDT', 'k': {'t': 1709020800000, 'T': 1709020859999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593106, 'L': 56593170, 'o': '1.4624000', 'c': '1.4647000', 'h': '1.4650000', 'l': '1.4610000', 'v': '4544', 'n': 65, 'x': True, 'q': '6644.1027000', 'V': '3631', 'Q': '5308.0931000', 'B': '0'}}
== 2024-02-27 16:01:40.006277 writeLog== | 全撤:{'status': 'success', 'data': {'ts': 1709020900003, 'code': 0, 'info': 'success'}, 'extra': None}
== 2024-02-27 16:02:01.562053 writeLog== | k线完结,{'e': 'kline', 'E': 1709020921466, 's': 'AGLDUSDT', 'k': {'t': 1709020860000, 'T': 1709020919999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593171, 'L': 56593240, 'o': '1.4648000', 'c': '1.4660000', 'h': '1.4660000', 'l': '1.4644000', 'v': '2275', 'n': 70, 'x': True, 'q': '3333.4517000', 'V': '2085', 'Q': '3055.1478000', 'B': '0'}}
== 2024-02-27 16:03:01.259357 writeLog== | k线完结,{'e': 'kline', 'E': 1709020981265, 's': 'AGLDUSDT', 'k': {'t': 1709020920000, 'T': 1709020979999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593241, 'L': 56593292, 'o': '1.4660000', 'c': '1.4636000', 'h': '1.4661000', 'l': '1.4636000', 'v': '1393', 'n': 52, 'x': True, 'q': '2040.7404000', 'V': '292', 'Q': '427.8397000', 'B': '0'}}
== 2024-02-27 16:04:00.266367 writeLog== | k线完结,{'e': 'kline', 'E': 1709021040189, 's': 'AGLDUSDT', 'k': {'t': 1709020980000, 'T': 1709021039999, 's': 'AGLDUSDT', 'i': '1m', 'f': 56593293, 'L': 56593312, 'o': '1.4638000', 'c': '1.4649000', 'h': '1.4649000', 'l': '1.4638000', 'v': '519', 'n': 20, 'x': True, 'q': '759.9586000', 'V': '469', 'Q': '686.7536000', 'B': '0'}}
== 2024-02-27 16:04:49.729998 writeLog== | 上涨:False 下跌:True%
== 2024-02-27 16:04:49.950463 writeLog== | 上涨:False 下跌:True%
== 2024-02-27 16:04:50.590356 writeLog== | 上涨:False 下跌:True%
== 2024-02-27 16:04:54.093495 writeLog== | 开仓ma5:1.4642600000000008 ma10:1.4633599999999998 ma20:1.4630949999999996
== 2024-02-27 16:04:54.554336 writeLog== | 开仓 价1.4778 量4.1 下单回报:{'status': 'success', 'data': {'ts': 1709021094510, 'orderId': '1146283040452542467', 'code': 0, 'info': 'success', 'clientOid': '1146283040477708289'}, 'extra': None}
